time,x,y,z
2025-06-23 14:05:27.947055,-0.3663128614425659,1.0654197931289673,9.823410034179688
2025-06-23 14:08:35.101825,-0.2322375625371933,1.259350061416626,9.83298683166504
2025-06-23 14:11:42.256596,2.456450939178467,-3.3662476539611816,8.813055992126465
2025-06-23 14:14:49.411367,7.970297336578369,-3.936067581176758,4.321534156799316
2025-06-23 14:17:56.566138,7.201758861541748,-4.458003520965576,4.220977783203125
2025-06-23 14:21:03.720909,7.8960771560668945,-3.8283286094665527,4.261679172515869
2025-06-23 14:24:10.875680,8.04691219329834,-3.023876667022705,4.32871675491333
2025-06-23 14:27:18.030451,7.941566944122314,-3.023876667022705,4.393360137939453
2025-06-23 14:30:25.185222,8.157045364379883,-3.1507694721221924,4.367023944854736
2025-06-23 14:33:32.339993,8.034940719604492,-3.5386300086975098,4.369418144226074
2025-06-23 14:36:39.494764,7.702147006988525,-3.718195199966431,3.751713991165161
2025-06-23 14:39:46.649535,8.020575523376465,-4.065354347229004,4.220977783203125
2025-06-23 14:42:53.804306,6.399701118469238,-6.026205539703369,3.3925838470458984
2025-06-23 14:46:00.959077,2.6623523235321045,-1.912967205047608,9.167398452758787
2025-06-23 14:49:08.113848,-0.5530605912208557,-5.396530628204346,10.565611839294434
2025-06-23 14:52:15.268618,-0.272938996553421,-7.177816867828369,6.955155849456787
2025-06-23 14:55:22.423389,-1.5442601442337036,-4.989516258239746,8.549694061279297
2025-06-23 14:58:29.578160,-3.313575267791748,-5.743690013885498,7.295132637023926
2025-06-23 15:01:36.732931,-5.6455278396606445,-5.173870086669922,5.932831764221191
2025-06-23 15:04:43.887702,-4.467580318450928,-4.7405195236206055,7.19936466217041
2025-06-23 15:07:51.042473,-5.954379558563232,-3.124433279037476,6.361393928527832
2025-06-23 15:10:58.197244,-6.277596950531006,-2.9233202934265137,8.034940719604492
2025-06-23 15:14:05.352015,-4.046200752258301,-0.90979665517807,9.062053680419922
2025-06-23 15:17:12.506786,-3.758896589279175,-2.403778553009033,8.652645111083984
2025-06-23 15:20:19.661557,-2.1811177730560303,-3.066972494125366,7.000645637512207
