time;x;y;z
2025-02-10 15:58:07.474843;0,696713;0,167594;9,437943
2025-02-10 16:01:59.483435;0,715866;-0,196325;9,476251
2025-02-10 16:05:51.492028;0,907402;0,234632;9,639056
2025-02-10 16:09:43.500621;0,890643;-0,026336;9,516952
2025-02-10 16:13:35.509214;0,782904;1,165976;9,718064
2025-02-10 16:17:27.517807;1,663970;-0,438139;9,701305
2025-02-10 16:21:19.526400;2,372654;-0,354342;8,894460
2025-02-10 16:25:11.534993;1,692701;0,201113;9,481039
2025-02-10 16:29:03.543586;1,223437;1,477222;9,251195
2025-02-10 16:32:55.552179;1,661576;1,074997;9,504981
2025-02-10 16:36:47.560772;1,189918;1,043872;9,440337
2025-02-10 16:40:39.569365;1,316811;0,572214;9,572019
2025-02-10 16:44:31.577957;1,177947;-0,663194;9,131485
2025-02-10 16:48:23.586550;1,063026;0,079009;9,390059
2025-02-10 16:52:15.595143;2,207454;0,134075;9,509769
2025-02-10 16:56:07.603736;3,921702;-6,052542;7,807492
2025-02-10 16:59:59.612329;6,617573;-10,309433;3,057395
2025-02-10 17:03:51.620922;2,683900;-3,512294;0,572214
2025-02-10 17:07:43.629515;6,617573;-5,295974;9,004593
2025-02-10 17:11:35.638108;4,786009;-7,419631;5,518635
2025-02-10 17:15:27.646701;0,826000;3,620033;8,899248
2025-02-10 17:19:19.655294;0,553061;3,411737;9,016563
2025-02-10 17:23:11.663887;1,189918;1,673547;8,623915
2025-02-10 17:27:03.672479;0,739808;3,615245;9,071630
2025-02-10 17:30:55.681072;0,253785;2,930503;9,169792
2025-02-10 17:34:47.689665;0,268151;2,786851;9,246407
2025-02-10 17:38:39.698258;0,110133;2,794033;9,107543
2025-02-10 17:42:31.706851;-0,514753;2,961627;10,359711
2025-02-10 17:46:23.715444;3,591303;8,508993;3,330335
2025-02-10 17:50:15.724037;-0,275333;5,652710;7,931990
2025-02-10 17:54:07.732630;-0,423774;4,084508;8,765172
2025-02-10 17:57:59.741223;-0,744597;3,655946;8,954314
2025-02-10 18:01:51.749816;2,571373;3,701436;8,870518
2025-02-10 18:05:43.758409;2,612074;3,722984;8,853758
2025-02-10 18:09:35.767001;2,030283;-7,151481;6,270414
2025-02-10 18:13:27.775594;3,057395;-6,241684;6,833052
2025-02-10 18:17:19.784187;0,438139;-1,343147;9,588778
2025-02-10 18:21:11.792780;6,995857;-5,777209;-0,126893
2025-02-10 18:25:03.801373;6,198588;-8,020576;-1,012747
2025-02-10 18:28:55.809966;1,580173;-3,847482;9,114726
2025-02-10 18:32:47.818559;0,244209;6,315904;4,599261
2025-02-10 18:36:39.827152;3,122039;7,999028;8,894460
2025-02-10 18:40:31.835745;1,968034;8,063671;8,140285
2025-02-10 18:44:23.844338;0,462081;6,189012;5,008670
2025-02-10 18:48:15.852931;-1,532289;6,313510;8,422802
2025-02-10 18:52:07.861523;-2,499547;7,003040;9,050082
2025-02-10 18:55:59.870116;-2,310405;5,188235;7,074866
2025-02-10 18:59:51.878709;-0,708684;-0,067038;9,344569
2025-02-10 19:03:43.887302;-4,103662;-4,632780;6,536170
2025-02-10 19:07:35.895895;-3,502717;-5,762844;8,767567
2025-02-10 19:11:27.904488;-3,627216;-5,360618;3,564966
2025-02-10 19:15:19.913081;-11,109096;-6,155493;3,754108
2025-02-10 19:19:11.921674;1,793257;-1,216254;9,481039
2025-02-10 19:23:03.930267;1,742979;-3,236961;9,071630
2025-02-10 19:26:55.938860;1,663970;-4,599261;8,540117
2025-02-10 19:30:47.947453;1,534683;-3,107674;9,157822
2025-02-10 19:34:39.956046;1,719037;-4,304775;8,604761
2025-02-10 19:38:31.964638;-2,975993;4,539406;8,042124
2025-02-10 19:42:23.973231;-5,942409;6,074090;6,476315
2025-02-10 19:46:15.981824;-6,332664;4,187459;6,449979
2025-02-10 19:50:07.990417;-3,323152;1,900996;8,942344
2025-02-10 19:53:59.999010;-3,435679;2,126051;8,942344
2025-02-10 19:57:52.007603;-3,672705;3,418920;9,232041
2025-02-10 20:01:44.016196;-0,181959;-1,199495;9,751583
2025-02-10 20:05:36.024789;-0,129287;-1,515530;9,440337
2025-02-10 20:09:28.033382;-4,285621;-8,774749;-1,058237
2025-02-10 20:13:20.041975;-2,339135;0,402226;9,437943
2025-02-10 20:17:12.050568;-2,279280;0,835576;9,452309
2025-02-10 20:21:04.059160;-0,938527;3,648763;8,896853
2025-02-10 20:24:56.067753;-0,478840;4,163517;8,609550
2025-02-10 20:28:48.076346;-1,254562;2,480393;7,972692
2025-02-10 20:32:40.084939;2,410961;5,020641;8,640674
2025-02-10 20:36:32.093532;1,393425;4,843470;8,473080
2025-02-10 20:40:24.102125;-0,519542;-3,469198;8,774749
2025-02-10 20:44:16.110718;-0,617704;-2,636016;9,114726
2025-02-10 20:48:08.119311;-4,948815;3,399766;3,145981
2025-02-10 20:52:00.127904;-3,466804;-0,301669;6,962338
2025-02-10 20:55:52.136497;-4,022259;1,582567;9,514558
2025-02-10 20:59:44.145090;-2,952051;0,181959;6,842628
2025-02-10 21:03:36.153682;-3,895366;-9,354146;5,097255
2025-02-10 21:07:28.162275;-6,191406;-17,889475;1,493982
2025-02-10 21:11:20.170868;-5,427655;-7,841011;1,719037
2025-02-10 21:15:12.179461;6,892907;2,975993;5,437232
2025-02-10 21:19:04.188054;6,121974;2,892196;6,703765
2025-02-10 21:22:56.196647;1,553837;1,400608;6,129156
2025-02-10 21:26:48.205240;-0,830788;-8,006210;4,091691
2025-02-10 21:30:40.213833;1,017536;0,105345;8,506598
2025-02-10 21:34:32.222426;2,164358;-8,255207;4,096479
2025-02-10 21:38:24.231019;2,133234;-8,602366;5,559336
2025-02-10 21:42:16.239612;-7,412448;6,287174;-1,417367
2025-02-10 21:46:08.248204;1,307234;3,280056;9,232041
2025-02-10 21:50:00.256797;0,397437;-8,633492;9,710882
2025-02-10 21:53:52.265390;7,972692;-2,580950;5,657499
2025-02-10 21:57:44.273983;-1,608904;-4,182671;8,853758
2025-02-10 22:01:36.282576;-1,412579;-9,612720;5,183447
2025-02-10 22:05:28.291169;-0,596156;-6,598420;6,701371
2025-02-10 22:09:20.299762;-1,558625;-1,874660;9,255983
2025-02-10 22:13:12.308355;-1,709460;-2,169147;8,710106
2025-02-10 22:17:04.316948;-8,384495;-4,489128;1,034295
2025-02-10 22:20:56.325541;-5,243302;-7,759608;2,260126
2025-02-10 22:24:48.334134;-7,117962;1,431733;5,975927
2025-02-10 22:28:40.342726;-7,639898;-0,648829;7,738060
2025-02-10 22:32:32.351319;-4,977545;5,248090;6,596025
2025-02-10 22:36:24.359912;0,873884;1,503559;9,715671
2025-02-10 22:40:16.368505;0,035913;1,628057;9,789890
2025-02-10 22:44:08.377098;0,938527;1,424550;9,816227
2025-02-10 22:48:00.385691;1,017536;1,465251;9,478644
2025-02-10 22:51:52.394284;0,677559;5,590461;8,487445
2025-02-10 22:55:44.402877;-2,027889;-4,491522;8,588001
2025-02-10 22:59:36.411470;-4,910508;-6,454768;5,781997
2025-02-10 23:03:28.420063;-0,237026;-0,818817;9,787497
2025-02-10 23:07:20.428656;0,667982;-9,088389;-3,464410
2025-02-10 23:11:12.437249;-1,046266;-4,558560;8,791509
2025-02-10 23:15:04.445841;-0,802058;-2,305616;9,457097
2025-02-10 23:18:56.454434;-2,671929;3,797204;8,353370
2025-02-10 23:22:48.463027;2,901772;2,880225;10,342952
2025-02-10 23:26:40.471620;1,637634;5,415684;8,152257
2025-02-10 23:30:32.480213;-7,888895;-1,027112;2,755726
2025-02-10 23:34:24.488806;2,806004;-2,552219;-8,748413
2025-02-10 23:38:16.497399;5,633556;0,936133;-4,977545
2025-02-10 23:42:08.505992;10,256760;-4,572925;3,948039
2025-02-10 23:46:00.514585;0,811634;-9,579201;9,349358
2025-02-10 23:49:52.523178;1,810017;0,311246;9,538500
2025-02-10 23:53:44.531771;0,871489;-10,333375;-1,941698
2025-02-10 23:57:36.540363;7,884106;-8,547300;2,545036
2025-02-11 00:01:28.548956;5,360618;-3,258508;16,074671
2025-02-11 00:05:20.557549;-2,980781;1,345541;7,594408
2025-02-11 00:09:12.566142;-1,233014;1,821988;9,595961
2025-02-11 00:13:04.574735;-7,292738;-10,946290;11,159374
2025-02-11 00:16:56.583328;-5,406107;-10,249578;6,284780
2025-02-11 00:20:48.591921;0,646434;1,053449;7,438785
2025-02-11 00:24:40.600514;-0,854730;5,619191;6,885724
2025-02-11 00:28:32.609107;2,820370;0,912191;9,447520
2025-02-11 00:32:24.617700;-4,101267;1,101333;7,790732
2025-02-11 00:36:16.626293;5,499481;-9,636662;9,040505
2025-02-11 00:40:08.634885;5,410896;-4,165911;7,673417
2025-02-11 00:44:00.643478;-2,425326;-7,065289;-5,453991
2025-02-11 00:47:52.652071;-4,611232;-7,287950;3,749320
2025-02-11 00:51:44.660664;-0,047884;1,077391;-9,897630
2025-02-11 00:55:36.669257;-3,667917;-0,038307;-9,208099
2025-02-11 00:59:28.677850;-5,427655;7,189788;3,730166
2025-02-11 01:03:20.686443;-5,037400;7,546524;3,794810
2025-02-11 01:07:12.695036;-2,535460;2,535460;8,243237
2025-02-11 01:11:04.703629;0,356736;4,374207;7,829040
2025-02-11 01:14:56.712222;5,066131;6,782773;8,092402
2025-02-11 01:18:48.720815;3,632004;7,304709;5,875371
2025-02-11 01:22:40.729407;3,663129;7,690176;5,750873
2025-02-11 01:26:32.738000;3,339911;6,749255;5,094861
2025-02-11 01:30:24.746593;2,952051;6,402095;6,746861
2025-02-11 01:34:16.755186;3,110068;6,232107;6,876147
2025-02-11 01:38:08.763779;3,138798;4,989516;7,673417
2025-02-11 01:42:00.772372;-1,015141;2,777274;8,549694
2025-02-11 01:45:52.780965;3,481169;-8,109161;7,984663
2025-02-11 01:49:44.789558;-0,174777;1,307234;10,029311
2025-02-11 01:53:36.798151;0,758962;0,778116;9,540894
2025-02-11 01:57:28.806744;0,785298;0,426168;9,560047
2025-02-11 02:01:20.815337;0,969652;0,150835;9,244013
2025-02-11 02:05:12.823930;0,756568;0,167594;9,806650
2025-02-11 02:09:04.832522;0,627281;0,495600;9,995792
2025-02-11 02:12:56.841115;5,475539;1,601721;7,536947
2025-02-11 02:16:48.849708;1,407791;0,533907;9,789890
2025-02-11 02:20:40.858301;0,900220;0,423774;9,306262
2025-02-11 02:24:32.866894;0,579397;1,659182;10,050858
2025-02-11 02:28:24.875487;0,830788;0,335188;9,437943
2025-02-11 02:32:16.884080;0,785298;0,708684;9,428367
2025-02-11 02:36:08.892673;-0,579397;1,553837;9,686940
2025-02-11 02:40:00.901266;0,292093;1,221043;9,258378
2025-02-11 02:43:52.909859;0,299275;0,615310;9,538500
2025-02-11 02:47:44.918452;2,899378;0,150835;9,897630
2025-02-11 02:51:36.927044;0,972046;-0,162806;9,646238
2025-02-11 02:55:28.935637;0,442927;1,240196;9,251195
2025-02-11 02:59:20.944230;0,019154;0,308852;9,677363
2025-02-11 03:03:12.952823;-0,711078;3,124433;9,150639
2025-02-11 03:07:04.961416;-0,837971;3,179500;9,351752
2025-02-11 03:10:56.970009;-0,584185;3,210624;9,267955
2025-02-11 03:14:48.978602;-0,936133;3,404555;9,378088
2025-02-11 03:18:40.987195;0,399832;3,165135;9,557653
2025-02-11 03:22:32.995788;-0,234632;2,700660;9,466674
2025-02-11 03:26:25.004381;2,961627;3,220201;10,065224
2025-02-11 03:30:17.012974;-0,308852;3,181894;9,538500
2025-02-11 03:34:09.021566;0,543484;4,232949;9,950302
2025-02-11 03:38:01.030159;1,750161;4,479551;10,180145
2025-02-11 03:41:53.038752;-3,916914;3,114856;7,479486
2025-02-11 03:45:45.047345;0,438139;-1,082179;9,734824
2025-02-11 03:49:37.055938;0,708684;-2,047042;9,698911
2025-02-11 03:53:29.064531;-0,237026;2,724602;9,469068
2025-02-11 03:57:21.073124;0,193930;1,889025;9,895236
2025-02-11 04:01:13.081717;0,155623;2,686294;9,811439
2025-02-11 04:05:05.090310;-0,143652;1,501164;10,682928
2025-02-11 04:08:57.098903;2,980781;-4,654328;8,092402
2025-02-11 04:12:49.107496;1,702277;0,588974;9,785102
2025-02-11 04:16:41.116088;-4,070143;-5,669470;6,842628
2025-02-11 04:20:33.124681;-3,833117;2,561796;8,415619
2025-02-11 04:24:25.133274;-4,182671;3,756502;8,085219
2025-02-11 04:28:17.141867;0,308852;1,474828;9,478644
2025-02-11 04:32:09.150460;0,402226;2,636016;9,734824
2025-02-11 04:36:01.159053;0,512359;2,140416;9,490616
2025-02-11 04:39:53.167646;0,217872;1,927332;9,083601
2025-02-11 04:43:45.176239;0,648829;0,993594;9,334992
2025-02-11 04:47:37.184832;-0,117316;0,883460;9,449914
2025-02-11 04:51:29.193425;-0,452504;3,775656;8,681376
2025-02-11 04:55:21.202018;-4,999093;3,244143;7,881712
2025-02-11 04:59:13.210610;-2,396596;3,780444;8,602366
2025-02-11 05:03:05.219203;1,285686;5,801151;8,075643
2025-02-11 05:06:57.227796;-3,610456;-3,428497;7,750031
2025-02-11 05:10:49.236389;-0,112527;-3,433285;10,441113
2025-02-11 05:14:41.244982;-0,158017;-2,430115;9,636662
2025-02-11 05:18:33.253575;1,889025;-1,613692;8,784326
2025-02-11 05:22:25.262168;-4,323928;-2,214637;10,084377
2025-02-11 05:26:17.270761;-5,461174;0,454898;7,429208
2025-02-11 05:30:09.279354;-0,114922;-4,058172;6,744466
2025-02-11 05:34:01.287947;7,299921;-4,709395;5,204995
2025-02-11 05:37:53.296540;11,504139;3,390190;7,079654
2025-02-11 05:41:45.305133;1,687912;-9,174581;-4,908113
2025-02-11 05:45:37.313725;7,091625;-3,572149;6,545747
2025-02-11 05:49:29.322318;8,611943;-2,511518;2,765303
2025-02-11 05:53:21.330911;0,339977;-2,121263;9,251195
2025-02-11 05:57:13.339504;-0,694318;4,699818;11,458650
2025-02-11 06:01:05.348097;-4,553771;-8,841787;-1,877054
2025-02-11 06:04:57.356690;-4,620809;-7,867347;-3,083732
2025-02-11 06:08:49.365283;-4,247314;-8,729259;-1,786075
2025-02-11 06:12:41.373876;-2,138022;0,859518;9,445126
2025-02-11 06:16:33.382469;-4,963180;-2,614468;7,048530
2025-02-11 06:20:25.391062;-0,701501;-2,463634;9,488221
2025-02-11 06:24:17.399655;-0,814029;-1,570596;9,715671
2025-02-11 06:28:09.408247;-0,809240;-1,486799;9,686940
2025-02-11 06:32:01.416840;-0,639252;-1,833959;9,605537
2025-02-11 06:35:53.425433;1,395820;0,162806;9,789890
2025-02-11 06:39:45.434026;1,769315;-3,610456;8,743625
2025-02-11 06:43:37.442619;2,128445;-9,071630;-0,177171
2025-02-11 06:47:29.451212;0,062249;1,297657;9,691729
2025-02-11 06:51:21.459805;-0,612916;1,855506;9,706094
2025-02-11 06:55:13.468398;-2,363077;0,555455;12,030864
2025-02-11 06:59:05.476991;-8,109161;-4,465186;3,967192
2025-02-11 07:02:57.485584;-7,347805;-1,879448;0,907402
2025-02-11 07:06:49.494177;-7,460332;-2,806004;0,301669
2025-02-11 07:10:41.502769;8,113950;-3,655946;-0,299275
2025-02-11 07:14:33.511362;-12,413936;-1,024718;3,191471
2025-02-11 07:18:25.519955;4,661511;-9,047688;-0,533907
2025-02-11 07:22:17.528548;-2,099715;-8,482656;-5,492299
2025-02-11 07:26:09.537141;-2,312799;-9,689334;-3,852271
2025-02-11 07:30:01.545734;1,101333;-7,967903;6,335058
2025-02-11 07:33:53.554327;-4,941632;-6,720524;4,101267
2025-02-11 07:37:45.562920;-4,465186;-7,615956;4,369418
2025-02-11 07:41:37.571513;-6,679823;-3,031059;-5,746084
2025-02-11 07:45:29.580106;1,350330;-6,447585;3,457227
2025-02-11 07:49:21.588699;2,006341;-5,063736;8,090008
2025-02-11 07:53:13.597291;3,952827;6,538565;6,478710
2025-02-11 07:57:05.605884;2,537854;-6,924031;-6,639122
2025-02-11 08:00:57.614477;2,521094;9,533711;-2,185906
2025-02-11 08:04:49.623070;2,597709;3,708618;8,853758
2025-02-11 08:08:41.631663;2,612074;3,670311;8,884883
2025-02-11 08:12:33.640256;1,999158;-7,201759;6,289568
2025-02-11 08:16:25.648849;3,074155;-6,368577;6,782773
2025-02-11 08:20:17.657442;-0,385466;-1,077391;9,811439
2025-02-11 08:24:09.666035;7,165846;-7,594408;0,165200
2025-02-11 08:28:01.674628;6,150704;-7,642292;-1,017536
2025-02-11 08:31:53.683221;2,145205;-3,675100;8,288726
2025-02-11 08:35:45.691813;1,060631;6,167464;4,158728
2025-02-11 08:39:37.700406;2,717419;7,750031;8,595184
2025-02-11 08:43:29.708999;1,752556;8,123527;8,678981
2025-02-11 08:47:21.717592;0,416591;6,318298;5,176264
2025-02-11 08:51:13.726185;-1,604115;5,647922;7,601591
2025-02-11 08:55:05.734778;-3,337517;7,017405;8,939949
2025-02-11 08:58:57.743371;-3,007117;5,035006;6,907272
2025-02-11 09:02:49.751964;-0,533907;-0,562637;9,078813
2025-02-11 09:06:41.760557;-3,790021;-4,687847;6,344635
2025-02-11 09:10:33.769150;-3,541024;-5,719748;8,695741
2025-02-11 09:14:25.777743;-3,385401;-5,477933;3,220201
2025-02-11 09:18:17.786336;-6,933608;-2,961627;2,554613
2025-02-11 09:22:09.794928;1,673547;-1,065420;9,557653
2025-02-11 09:26:01.803521;1,699883;-3,303998;9,074024
2025-02-11 09:29:53.812114;1,635240;-3,995923;8,734048
2025-02-11 09:33:45.820707;1,675941;-3,541024;9,028535
2025-02-11 09:37:37.829300;1,568202;-3,780444;8,913613
2025-02-11 09:41:29.837893;-3,349488;5,006276;7,999028
2025-02-11 09:45:21.846486;-4,065354;8,829816;10,606314
2025-02-11 09:49:13.855079;-6,375759;3,991134;6,629545
2025-02-11 09:53:05.863672;1,197101;-9,550470;0,490811
2025-02-11 09:56:57.872265;0,483629;-8,724471;1,443704
2025-02-11 10:00:49.880858;9,016563;-3,830723;-1,058237
2025-02-11 10:04:41.889450;-0,368707;-4,510676;8,664616
2025-02-11 10:08:33.898043;-1,802834;-3,383007;8,983045
2025-02-11 10:12:25.906636;-1,618480;-4,122815;8,791509
2025-02-11 10:16:17.915229;-0,615310;-2,521094;8,832211
2025-02-11 10:20:09.923822;-0,840365;-3,311181;8,959103
2025-02-11 10:24:01.932415;-0,766145;-3,672705;8,427590
2025-02-11 10:27:53.941008;-0,677559;-7,105990;-6,543353
2025-02-11 10:31:45.949601;-0,785298;-8,090008;-5,224148
2025-02-11 10:35:37.958194;-0,967257;-8,240842;-4,915296
2025-02-11 10:39:29.966787;1,618480;-7,477092;-2,705448
2025-02-11 10:43:21.975380;-0,248997;4,412514;10,290278
2025-02-11 10:47:13.983972;-2,554613;2,097321;9,677363
2025-02-11 10:51:05.992565;5,578490;-6,315904;2,753332
2025-02-11 10:54:58.001158;-4,491522;-6,016629;-7,433996
2025-02-11 10:58:50.009751;9,181764;-2,250550;3,172317
2025-02-11 11:02:42.018344;2,118869;-6,631939;6,868965
2025-02-11 11:06:34.026937;0,560243;3,423708;8,520964
