time;x;y;z
2025-06-09 18:57:17.745448;-4,182671;8,619126;2,482787
2025-06-09 19:01:20.715076;-4,043807;8,655039;2,736573
2025-06-09 19:05:23.684705;-3,143587;-1,146823;10,680533
2025-06-09 19:09:26.654334;-7,544129;4,778827;-4,395754
2025-06-09 19:13:29.623963;-5,054160;7,886500;2,899378
2025-06-09 19:17:32.593591;-5,039794;8,032547;2,633622
2025-06-09 19:21:35.563220;-5,054160;7,855376;3,217807
2025-06-09 19:25:38.532849;-4,596867;8,149862;3,473987
2025-06-09 19:29:41.502478;-6,691794;5,458780;1,879448
2025-06-09 19:33:44.472107;-7,359776;5,178658;2,664747
2025-06-09 19:37:47.441735;-6,916849;7,496245;0,311246
2025-06-09 19:41:50.411364;-7,448361;5,521029;-1,149217
2025-06-09 19:45:53.380993;-7,903260;4,996699;-4,268862
2025-06-09 19:49:56.350622;-6,969521;8,063671;-0,409408
2025-06-09 19:53:59.320251;-7,429208;6,495469;-0,881066
2025-06-09 19:58:02.289879;-6,066907;3,071761;6,758832
2025-06-09 20:02:05.259508;-5,628768;2,834735;7,041347
2025-06-09 20:06:08.229137;-6,107608;3,143587;8,281544
2025-06-09 20:10:11.198766;-6,224925;1,477222;7,273585
2025-06-09 20:14:14.168395;-5,475539;0,902614;7,046135
2025-06-09 20:18:17.138023;-5,959168;2,406173;8,513782
2025-06-09 20:22:20.107652;-5,688623;1,077391;7,479486
2025-06-09 20:26:23.077281;-5,894525;1,077391;7,872135
2025-06-09 20:30:26.046910;-5,990293;-1,043872;10,417171
2025-06-09 20:34:29.016539;-0,090980;5,719748;7,728483
2025-06-09 20:38:31.986167;2,128445;-2,080561;8,372523
2025-06-09 20:42:34.955796;-5,724536;2,734178;8,920795
2025-06-09 20:46:37.925425;10,046070;-0,474052;0,519542
2025-06-09 20:50:40.895054;-0,323217;-0,538695;10,029311
2025-06-09 20:54:43.864683;0,153229;-0,577003;9,763555
2025-06-09 20:58:46.834311;-0,486023;-0,596156;11,293449
2025-06-09 21:02:49.803940;-7,295133;0,560243;6,023811
2025-06-09 21:06:52.773569;2,281674;0,442927;9,648633
2025-06-09 21:10:55.743198;1,106121;7,285556;6,754043
2025-06-09 21:14:58.712827;0,845153;1,357512;1,877054
2025-06-09 21:19:01.682455;-11,956643;-3,629610;5,712565
2025-06-09 21:23:04.652084;1,209072;7,836222;5,980716
2025-06-09 21:27:07.621713;4,575319;7,625533;4,697424
2025-06-09 21:31:10.591342;4,616021;-11,089942;2,700660
2025-06-09 21:35:13.560971;1,137246;-8,192958;4,223372
2025-06-09 21:39:16.530599;0,234632;6,119579;9,914390
2025-06-09 21:43:19.500228;1,515530;4,378995;7,886500
2025-06-09 21:47:22.469857;1,630451;0,706290;8,463503
2025-06-09 21:51:25.439486;0,090980;0,514753;10,551247
2025-06-09 21:55:28.409115;-0,057461;-0,837971;12,876017
2025-06-09 21:59:31.378743;1,168370;-0,684742;6,291962
2025-06-09 22:03:34.348372;-0,881066;-4,453215;9,682152
2025-06-09 22:07:37.318001;1,051055;-2,477999;13,915100
2025-06-09 22:11:40.287630;1,142034;-0,572214;6,710948
2025-06-09 22:15:43.257259;1,877054;-3,162740;9,433155
2025-06-09 22:19:46.226887;3,445256;-7,548918;12,267890
2025-06-09 22:23:49.196516;2,961627;-2,576161;10,048465
2025-06-09 22:27:52.166145;2,305616;-2,080561;5,772420
2025-06-09 22:31:55.135774;3,787627;-4,288015;7,582437
2025-06-09 22:35:58.105403;1,939303;-1,414973;12,512098
2025-06-09 22:40:01.075031;0,684742;-1,194707;6,629545
2025-06-09 22:44:04.044660;2,633622;-3,445256;7,326257
2025-06-09 22:48:07.014289;-1,316811;5,401319;9,397242
2025-06-09 22:52:09.983918;9,859323;-2,595315;0,397437
2025-06-09 22:56:12.953546;-1,113304;5,221754;8,245630
2025-06-09 23:00:15.923175;-1,094150;5,298368;8,178593
2025-06-09 23:04:18.892804;-0,849942;4,043807;8,690952
2025-06-09 23:08:21.862433;-0,744597;4,122815;8,585608
2025-06-09 23:12:24.832062;-0,907402;3,466804;8,386889
2025-06-09 23:16:27.801690;-0,699107;4,173094;8,760384
2025-06-09 23:20:30.771319;-1,489193;3,416526;8,508993
2025-06-09 23:24:33.740948;1,448492;-9,662998;0,794875
2025-06-09 23:28:36.710577;0,696713;0,167594;9,437943
2025-06-09 23:32:39.680206;0,715866;-0,196325;9,476251
2025-06-09 23:36:42.649834;0,907402;0,234632;9,639056
