time;x;y;z
2025-06-16 15:41:53.931606;-1,491588;-2,521094;9,119514
2025-06-16 15:45:41.419757;-1,793257;-1,505953;9,246407
2025-06-16 15:49:28.907909;1,331176;7,252037;9,816227
2025-06-16 15:53:16.396060;-0,110133;3,421314;8,192958
2025-06-16 15:57:03.884212;-6,069301;2,626439;9,220071
2025-06-16 16:00:51.372364;0,033519;0,071826;9,667787
2025-06-16 16:04:38.860515;-0,184354;0,995988;9,734824
2025-06-16 16:08:26.348667;-2,099715;2,975993;9,184157
2025-06-16 16:12:13.836819;-1,553837;4,750096;8,796297
2025-06-16 16:16:01.324970;-2,080561;0,909797;9,751583
2025-06-16 16:19:48.813122;-2,360683;1,635240;9,196129
2025-06-16 16:23:36.301274;-9,593566;0,964863;-0,706290
2025-06-16 16:27:23.789425;-9,538500;0,423774;-1,017536
2025-06-16 16:31:11.277577;-4,141969;8,674192;2,564190
2025-06-16 16:34:58.765729;-0,280122;1,086968;9,780313
2025-06-16 16:38:46.253880;-0,368707;1,347936;9,749189
2025-06-16 16:42:33.742032;2,463634;-3,263297;8,827422
2025-06-16 16:46:21.230184;7,915231;-4,240131;4,455609
2025-06-16 16:50:08.718335;8,178593;-4,237737;4,292804
2025-06-16 16:53:56.206487;8,343793;-3,622427;4,620809
2025-06-16 16:57:43.694639;9,045294;-3,119645;4,170700
2025-06-16 17:01:31.182790;7,941567;-3,711013;4,319140
2025-06-16 17:05:18.670942;8,255207;-3,375824;4,292804
2025-06-16 17:09:06.159094;8,149862;-3,950433;4,192247
2025-06-16 17:12:53.647245;8,169016;-3,105280;4,422091
2025-06-16 17:16:41.135397;8,145074;-3,488352;4,371812
2025-06-16 17:20:28.623549;6,167464;-6,165070;3,289633
2025-06-16 17:24:16.111700;2,681506;-2,054225;8,765172
2025-06-16 17:28:03.599852;-0,423774;-3,584120;10,254366
2025-06-16 17:31:51.088004;-0,131681;-5,777209;7,666234
2025-06-16 17:35:38.576155;-1,326388;-5,894525;6,155493
2025-06-16 17:39:26.064307;-2,568978;-4,426879;7,809886
2025-06-16 17:43:13.552459;-5,238513;-4,644751;5,973533
2025-06-16 17:47:01.040610;-4,280833;-4,192247;7,311892
2025-06-16 17:50:48.528762;-5,681441;-1,316811;6,155493
